ID,FIELD_INFO_ID,PARENT_ID,FIELD_NAME_EN,FIELD_NAME_CN,TABLE_NAME,FIELD_TYPE,FIELD_LENGHT,IS_NOT_NULL,REMARK,PURPOSE,DATA_SRC,IS_MULTIPLE,ORDER_FIELD_NAME_EN
10558,8011,8000,GCSS_SERVICE,集客业务,mw_em_master,0,500,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,,EVENT-LIST,WARNING,",pubevent_1409,0,
10559,8012,8000,GCSS_SERVICE_NUM,集客业务数量,mw_em_master,1,100,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,,EVENT-LIST,WARNING,",pubevent_1409,0,
10560,8013,8000,EFFECT_CIRCUIT_NUM,影响电路数,mw_em_master,0,100,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,,EVENT-LIST,WARNING,",pubevent_1409,0,
10561,8014,8000,BUSINESS_SYSTEM,业务系统,mw_em_master,0,500,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,,EVENT-LIST,WARNING,",pubevent_1409,0,
10562,8015,8000,BUSINESS_TYPE,业务类型,mw_em_master,0,100,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,,EVENT-LIST,WARNING,",pubevent_1409,0,
10563,8016,8000,IRMS_GRID_NAME,所属网格名称,mw_em_master,0,500,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,,EVENT-LIST,WARNING,",pubevent_1409,0,
10564,8017,8000,ADMIN_GRID_ID,所属网格编码,mw_em_master,0,100,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,,EVENT-LIST,WARNING,",pubevent_1409,0,
10565,8018,8000,HOME_CLIENT_NUM,影响用户数,mw_em_master,1,100,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,,EVENT-LIST,WARNING,",pubevent_1409,0,
10566,71,0,EVENT_SUMMARY,预处理步骤及结果,mw_em_master,0,250,1,keyword,",DISPATCH,ABNORMAL,,EVENT-LIST,WARNING,",pubevent_1409,0,
10567,5012,5000,ROOM_ID,机房CUID,mw_em_master,0,100,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,WARNING,",pubevent_1407,0,
10568,5013,5000,NE_ID,网元UUID,mw_em_master,0,100,1,keyword,",EVENT-LIST,WARNING,",pubevent_1407,0,
10569,5014,5000,PORT_ID,端口UUID,mw_em_master,0,100,1,keyword,",EVENT-LIST,WARNING,",pubevent_1407,0,
10757,72,0,SERVICE_LEVEL_TYPE,机房服务等级,mw_em_master,0,250,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,",pubevent_1409,0,
10758,73,0,PORT_NUM,采集端口号,mw_em_master,0,250,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,",pubevent_1407,0,
10759,74,0,TYPE_KEYCODE,类别关键字,mw_em_master,0,250,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,WARNING,",pubevent_1407,0,
10760,76,0,ALARM_ID,网管告警ID,mw_em_master,0,250,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,",pubevent_1407,0,
10763,78,0,ORG_TYPE,告警类别,mw_em_master,5,250,1,int,",DISPATCH,DISPATCH-TIME,ABNORMAL,,EVENT-LIST,",pubevent_1407,0,
10764,77,0,NE_ADMIN_STATUS,告警对象管理状态,mw_em_master,5,250,1,int,",DISPATCH,DISPATCH-TIME,ABNORMAL,,EVENT-LIST,",pubevent_1407,0,
10767,7011,7000,DISPATCH_LEVEL,省内派单级别,mw_em_master,5,4,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,WARNING,",system,0,
10768,82,0,EVENT_SOURCE,事件来源,mw_em_master,5,100,1,int,",DISPATCH,DISPATCH-TIME,ABNORMAL,",pubevent_1407,0,
10771,81,0,POS_REAL_LONGITUDE,经度,mw_em_master,0,500,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,",system,0,
10772,83,0,ALARM_LEVEL,网管告警级别,mw_em_master,5,100,1,int,",DISPATCH,DISPATCH-TIME,ABNORMAL,,EVENT-LIST,,EVENT-LIST,",pubevent_1407,0,
10774,85,0,EVENT_SUB_TYPE_ID,事件子类型,mw_em_master,5,100,1,int,",DISPATCH,DISPATCH-TIME,ABNORMAL,,EVENT-LIST,,EVENT-LIST,",pubevent_1407,0,
10775,87,0,ALARM_SOURCE,告警来源,mw_em_master,0,100,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,",system,0,
10776,88,0,EVENT_STANDARD_FLAG,事件标准化标志,mw_em_master,5,100,1,int,",DISPATCH,DISPATCH-TIME,ABNORMAL,",pubevent_1407,0,
10777,89,0,SITE_TYPE,站点类型,mw_em_master,0,100,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,,EVENT-LIST,,EVENT-LIST,",system,0,
10778,91,0,NMS_NAME,专业网管名称,mw_em_master,0,500,1,,",DISPATCH,DISPATCH-TIME,ABNORMAL,EVENT-LIST,,EVENT-LIST,",pubevent_1407,0,
10779,92,0,REMOTE_EQUIPMENT_NAME,对端设备名称,mw_em_master,0,2000,1,,",DISPATCH,DISPATCH-TIME,ABNORMAL,EVENT-LIST,,EVENT-LIST,",pubevent_1407,0,
10780,93,0,REMOTE_RESOURCE_STATUS,对端设备工程状态,mw_em_master,1,10,1,,",DISPATCH,DISPATCH-TIME,ABNORMAL,EVENT-LIST,",pubevent_1407,0,
10781,94,0,REMOTE_INT_ID,对端设备网元ID,mw_em_master,1,100,1,,",DISPATCH,DISPATCH-TIME,ABNORMAL,EVENT-LIST,,EVENT-LIST,",pubevent_1407,0,
10782,95,0,PROJ_NAME,工程名,mw_em_master,0,500,1,,",DISPATCH,DISPATCH-TIME,ABNORMAL,EVENT-LIST,",pubevent_1407,0,
10783,96,0,REMOTE_OBJECT_CLASS,对端设备类型ID,mw_em_master,1,100,1,,",DISPATCH,DISPATCH-TIME,ABNORMAL,",pubevent_1407,0,
10784,97,0,REMOTE_OBJECT_NAME,对端设备类型,mw_em_master,0,2000,1,,",DISPATCH,DISPATCH-TIME,ABNORMAL,EVENT-LIST,,EVENT-LIST,",pubevent_1407,0,
10785,98,0,ROOT_NETWORK_TYPE_TOP,根因专业,mw_em_master,0,100,1,,",DISPATCH,DISPATCH-TIME,ABNORMAL,EVENT-LIST,,EVENT-LIST,",pubevent_1407,0,
10786,99,0,FAULT_DIAGNOSIS,故障初判,mw_em_master,0,500,1,,",DISPATCH,DISPATCH-TIME,ABNORMAL,EVENT-LIST,,EVENT-LIST,",pubevent_1407,0,
10787,100,0,ALARM_LEVEL,网管告警级别,mw_em_master,1,10,1,,",DISPATCH,DISPATCH-TIME,ABNORMAL,",pubevent_1407,0,
10788,101,0,ALARM_LEVEL_NAME,网管告警级别名称,mw_em_master,0,100,1,,",DISPATCH,DISPATCH-TIME,ABNORMAL,",pubevent_1407,0,
10789,102,0,ALARM_NAME,告警标题,mw_em_master,0,2000,1,,",DISPATCH,DISPATCH-TIME,ABNORMAL,WARNING,",pubevent_1407,0,
10790,103,0,ALARM_STANDARD_NAME,告警标准化名称,mw_em_master,0,500,1,,",DISPATCH,DISPATCH-TIME,ABNORMAL,",pubevent_1407,0,
10791,104,0,ALARM_STANDARD_ID,告警标准化ID,mw_em_master,0,100,1,,",DISPATCH,DISPATCH-TIME,ABNORMAL,WARNING,",pubevent_1407,0,
10792,105,0,ALARM_STANDARD_FLAG,告警标准化标志,mw_em_master,5,10,1,,",DISPATCH,DISPATCH-TIME,ABNORMAL,",pubevent_1407,0,
10793,781,0,ONE_WARNING_ID,一期预警号,mw_em_master,0,100,1,keyword,",EVENT-LIST,WARNING,",system,0,
10794,782,0,ONE_WARNING_STATUS,一期预警状态号,mw_em_master,0,100,1,keyword,",EVENT-LIST,,EVENT-LIST,",system,0,
10795,6500,0,REGION,家宽小区信息,mw_em_master,0,1000,1,json,",DISPATCH,DISPATCH-TIME,ABNORMAL,WARNING,",system,0,
10796,6501,6500,REGION_NO,小区编码,mw_em_master,0,100,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,WARNING,",system,0,
10797,6502,6500,GRID_ID,网格编码,mw_em_master,0,100,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,WARNING,",system,0,
10798,6503,6500,GRID_NAME,网格名称,mw_em_master,0,300,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,WARNING,",system,0,
10799,6504,6500,REGION_NAME,小区名称,mw_em_master,0,300,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,WARNING,",system,0,
10800,6505,6500,IS_VIP,是否VIP小区,mw_em_master,0,100,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,WARNING,",system,0,
10801,6506,6500,MGT_ORG_NAME,管理单位名称,mw_em_master,0,100,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,WARNING,",system,0,
10802,6507,6500,MGT_ORG_ATTR,管理单位属性,mw_em_master,0,100,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,WARNING,",system,0,
10803,6508,6500,EFFECT_USER_NUM,影响用户数,mw_em_master,1,100,1,int,",DISPATCH,DISPATCH-TIME,ABNORMAL,WARNING,",system,0,
10813,783,0,TERMINATION_TIME,事件终止时间,mw_em_master,3,19,1,datetime,",EVENT-LIST,",system,0,
10814,120,0,SERVICE_EFFECT_STATUS,影响业务情况,mw_em_master,0,100,1,,",DISPATCH,DISPATCH-TIME,ABNORMAL,WARNING,",pubevent_1407,0,
10815,121,0,CLEAR_COLLECTION_TIME,清除事件采集时间,mw_em_master,3,100,1,datetime,",DISPATCH,DISPATCH-TIME,ABNORMAL,",pubevent_1407,0,
10816,122,0,NMS_ALARM_ID,网管告警ID,mw_em_master,0,100,1,,",DISPATCH,DISPATCH-TIME,ABNORMAL,",pubevent_1407,0,
10817,123,0,RELATED_MAINTAIN_GROUP,抄送维护组,mw_em_master,0,1000,1,,",DISPATCH,DISPATCH-TIME,ABNORMAL,WARNING,",pubevent_1407,0,
10818,124,0,ASSIGN_TENANCE_GROUP,分派维护组,mw_em_master,0,100,1,,",DISPATCH,DISPATCH-TIME,ABNORMAL,WARNING,",pubevent_1407,0,
10819,125,0,EVENT_ROOT_CATEGORY,故障根因分类,mw_em_master,0,100,1,,",DISPATCH,DISPATCH-TIME,ABNORMAL,WARNING,",pubevent_1407,0,
10820,126,0,ROOT_NETWORK_TYPE_TOP,根因专业,mw_em_master,5,100,1,,",DISPATCH,DISPATCH-TIME,ABNORMAL,WARNING,",pubevent_1407,0,
10821,127,0,RELATED_NETWORK_TYPE_TOP,相关专业,mw_em_master,5,100,1,,",DISPATCH,DISPATCH-TIME,ABNORMAL,WARNING,",pubevent_1407,0,
10822,128,0,ROOT_EQP_LABEL,根因网元,mw_em_master,5,100,1,,",DISPATCH,DISPATCH-TIME,ABNORMAL,WARNING,",pubevent_1407,0,
10825,80018,80001,EVENT_ROOT_CATEGORY,根因分类,mw_em_master,1,100,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,,EVENT-LIST,",pubevent_1409,0,
10826,80019,80002,ROOT_EQP_LABEL,根因网元,mw_em_master,1,100,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,,EVENT-LIST,",pubevent_1409,0,
10827,335,0,EFFECT_SERVICE_LEVEL,影响业务等级,mw_em_master,5,100,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,WARNING,",pubevent_1407,0,
10828,336,0,EFFECT_CIRCUIT_LEVEL,影响电路等级,mw_em_master,5,100,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,WARNING,",pubevent_1407,0,
10831,7813,7000,JT_DISPATCH_STATUS_DESC,集团派单状态描述,mw_em_master,5,1,1,int,",DISPATCH,DISPATCH-TIME,ABNORMAL,,EVENT-LIST,",system,0,
10832,7814,0,FAULT_TYPE_ID,故障类型,mw_em_master,0,50,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,,EVENT-LIST,",system,0,
10833,7815,0,FAULT_SUB_TYPE_ID,故障子类型,mw_em_master,0,50,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,,EVENT-LIST,",system,0,
10877,5066,5000,MACHINE_ROOM_GRADE,机房等级,mw_em_master,0,100,1,keyword,",DISPATCH,ABNORMAL,WARNING,",system,0,
10878,1102,0,ADDITIONAL_FIELD_1,附加字段1,mw_em_master,0,100,1,int,",DISPATCH,DISPATCH-TIME,ABNORMAL,",system,0,
10879,1101,0,PROJ_INTERFERENCE_TYPE,干扰描述-亿阳,mw_em_master,0,100,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,,EVENT-LIST,",system,0,
10880,1100,0,PROJ_INTERFERENCE_FLAG,干扰标识-亿阳,mw_em_master,5,100,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,",pubevent_1407,0,
10881,1335,0,PRIVATE_MODE,专网模式,mw_em_master,0,100,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,WARNING,",pubevent_1407,0,
10882,7012,7000,DISPATCH_NIGHT,夜间派单标识,mw_em_master,1,,0,int,",ORDER_EXTEND,",,0,dispatchNight
10883,15150,0,SUPPRESS_NIGHT,夜间抑制派单事件,mw_em_master,5,,0,int,",DISPATCH,DISPATCH-TIME,ABNORMAL,EVENT-LIST,EVENT_TAG,ORDER_EXTEND,",,0,suppressNight
10884,15151,0,INTERFERENCE_FLAG,干扰告警标识,mw_em_master,1,,0,int,",ORDER_EXTEND,EVENT_TAG,",,0,interferenceFlag
10885,1336,0,OBJECT_CLASS_TEXT,告警对象设备类型,mw_em_master,0,100,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,,EVENT-LIST,",system,0,
10886,1337,0,BUSINESS_LAYER_NAME,业务层级,mw_em_master,0,100,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,,EVENT-LIST,",system,0,
10887,333,0,SERVICE_EFFECT_STATUS,影响业务情况,mw_em_master,0,200,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,,EVENT-LIST,WARNING,",pubevent_1407,0,
10888,15152,0,KEY_CELL,关键小区,mw_em_master,1,,0,int,",ORDER_EXTEND,EVENT_TAG,",,0,keyCell
10893,1110,0,EXCEPTION_SUPPRESS_DISPATCH,异常抑制派发状态 ,mw_em_master,5,50,1,int,",EVENT-LIST,",system,0,
10894,1111,0,EXCEPTION_SUPPRESS_REASON,异常抑制派发原因 ,mw_em_master,0,2000,1,keyword,",EVENT-LIST,",system,0,
10895,15211,0,NE_LABEL,告警对象网元名称,mw_em_master,0,,1,keyword,",ORDER,APPEND,",,0,neLabel
10896,5067,5000,BUILD_ID,机楼ID,mw_em_master,0,200,1,keyword,",WARNING,",system,0,
10897,5104,0,EVENT_CLEAR_FP,事件清除FP,mw_em_master,0,100,1,keyword,",WARNING,",pubevent_1407,0,
10898,5105,0,EVENT_FP,事件流水号,mw_em_master,0,100,1,keyword,",DISPATCH,DISPATCH-TIME,ABNORMAL,,EVENT-LIST,WARNING,",pubevent_1407,0,
10899,5068,5000,PORT_TYPE,端口类型,mw_em_master,0,100,1,keyword,",WARNING,",pubevent_1407,0,
10900,15300,0,ROOT_NE_LONGITUDE,根因网元经度,mw_em_master,0,100,1,keyword,",WARNING,",system,0,
10901,15301,0,ROOT_NE_LATITUDE,根因网元纬度,mw_em_master,0,100,1,keyword,",WARNING,",system,0,
10902,15302,0,ROOT_COORDINATE_TYPE,根因网元经纬度类型,mw_em_master,0,100,1,keyword,",WARNING,",system,0,
10903,15303,0,TRIGGER_NE_LONGITUDE,触发网元经度,mw_em_master,0,100,1,keyword,",WARNING,",system,0,
10904,15304,0,TRIGGER_NE_LATITUDE,触发网元纬度,mw_em_master,0,100,1,keyword,",WARNING,",system,0,
10905,15305,0,TRIGGER_COORDINATE_TYPE,触发网元经纬度类型,mw_em_master,0,100,1,keyword,",WARNING,",system,0,
10906,15306,0,WIRELESS_SITE_TYPE,无线站点类型,mw_em_master,0,100,1,keyword,",WARNING,",system,0,
10907,15307,0,MAINTAIN_TEAM_SOURCE,主派维护组来源,mw_em_master,5,1,1,int,",WARNING,",system,0,
10908,15308,0,CANCEL_COLLECT_TIME,清除发现时间,mw_em_master,3,19,1,datetime,",WARNING,",system,0,
11001,401,0,EFFECT_NE_NUM,影响设备总数,mw_em_master,1,1,1,int,",WARNING,",pubevent_1407,0,
11002,402,0,EFFECT_CELL_NUM,影响小区退服总数量,mw_em_master,1,1,1,int,",WARNING,",pubevent_1407,0,
11003,403,0,EFFECT_CELL_2G_NUM,影响2G小区退服数量,mw_em_master,1,1,1,int,",WARNING,",pubevent_1407,0,
11004,404,0,EFFECT_CELL_4G_NUM,影响4G小区退服数量,mw_em_master,1,1,1,int,",WARNING,",pubevent_1407,0,
11005,405,0,EFFECT_CELL_5G_NUM,影响5G小区退服数量,mw_em_master,1,1,1,int,",WARNING,",pubevent_1407,0,
11006,406,0,EFFECT_NODE_NUM,影响基站退服总数量,mw_em_master,1,1,1,int,",WARNING,",pubevent_1407,0,
11007,407,0,EFFECT_NODE_2G_NUM,影响2G基站退服数量,mw_em_master,1,1,1,int,",WARNING,",pubevent_1407,0,
11008,408,0,EFFECT_NODE_4G_NUM,影响4G基站退服数量,mw_em_master,1,1,1,int,",WARNING,",pubevent_1407,0,
11009,409,0,EFFECT_NODE_5G_NUM,影响5G基站退服数量,mw_em_master,1,1,1,int,",WARNING,",pubevent_1407,0,
11010,410,0,EFFECT_RRU_NUM,影响RRU总数量,mw_em_master,1,1,1,int,",WARNING,",pubevent_1407,0,
11011,411,0,EFFECT_RRU_2G_NUM,影响2GRRU数量,mw_em_master,1,1,1,int,",WARNING,",pubevent_1407,0,
11012,412,0,EFFECT_RRU_4G_NUM,影响4GRRU数量,mw_em_master,1,1,1,int,",WARNING,",pubevent_1407,0,
11013,413,0,EFFECT_RRU_5G_NUM,影响5GRRU数量,mw_em_master,1,1,1,int,",WARNING,",pubevent_1407,0,
11014,414,0,EFFECT_CLIENT_NUM,影响客户总数,mw_em_master,1,1,1,int,",WARNING,",pubevent_1407,0,
11015,415,0,EFFECT_CLIENT_LEVEL,影响客户最高等级,mw_em_master,1,1,1,int,",WARNING,",pubevent_1407,0,
11016,416,0,EFFECT_SERVICE_LEVEL,影响业务最高等级,mw_em_master,1,1,1,int,",WARNING,",pubevent_1407,0,
11017,417,0,EFFECT_OLT_NUM,影响OLT退服数,mw_em_master,1,1,1,int,",WARNING,",pubevent_1407,0,
11018,418,0,EFFECT_PON_NUM,影响PON口数,mw_em_master,1,1,1,int,",WARNING,",pubevent_1407,0,
11019,419,0,EFFECT_CIRCUIT_NUM_GL,影响电路数,mw_em_master,1,1,1,int,",WARNING,",pubevent_1407,0,
11020,420,0,EFFECT_CIRCUIT_LEVEL,影响电路最高等级,mw_em_master,1,1,1,int,",WARNING,",pubevent_1407,0,
11021,421,0,EFFECT_USER_NUM,影响用户总数,mw_em_master,1,1,1,int,",WARNING,",pubevent_1407,0,
11022,422,0,EFFECT_USER_BROADBAND_NUM,影响宽带用户数,mw_em_master,1,1,1,int,",WARNING,",pubevent_1407,0,
